time,.layout.dim,.layout.data_offset,.data
2025/04/18/02:29:20.731744,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.731857,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.732011,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.831433,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.831622,[],0,"(41602, -56, -61, -55, -58)"
2025/04/18/02:29:20.831823,[],0,"(41341, -53, -50, -50, -50)"
2025/04/18/02:29:20.832177,[],0,"(41628, -50, -54, -56, -52)"
2025/04/18/02:29:20.832566,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.832739,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.833021,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.833656,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.833773,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.833882,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.833889,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.833906,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.930532,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.930753,[],0,"(41602, -56, -61, -55, -58)"
2025/04/18/02:29:20.930930,[],0,"(41341, -53, -49, -50, -50)"
2025/04/18/02:29:20.931094,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.931105,[],0,"(41628, -50, -54, -56, -52)"
2025/04/18/02:29:20.931268,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.931289,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.931309,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:20.931377,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.931416,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.931621,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.931643,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.030842,[],0,"(41628, -56, -60, -62, -59)"
2025/04/18/02:29:21.030982,[],0,"(41602, -57, -61, -55, -58)"
2025/04/18/02:29:21.030993,[],0,"(41341, -54, -49, -50, -50)"
2025/04/18/02:29:21.031142,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.031155,[],0,"(41628, -50, -53, -55, -52)"
2025/04/18/02:29:21.031166,[],0,"(41628, -56, -60, -62, -58)"
2025/04/18/02:29:21.031201,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.031270,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.031290,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.031323,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.031333,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.031354,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.130985,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.131127,[],0,"(41602, -57, -62, -56, -59)"
2025/04/18/02:29:21.131161,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:21.131208,[],0,"(41628, -50, -54, -56, -52)"
2025/04/18/02:29:21.131320,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.131335,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.131544,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.131556,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.131567,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:21.131628,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.131651,[],0,"(41628, -57, -60, -63, -59)"
2025/04/18/02:29:21.131673,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:21.230736,[],0,"(41628, -57, -60, -62, -59)"
